"Supplemental Table: APMV-1 complete fusion protein gene squences used for phylodynamic analysis. ""Order code"" corresponds to the host order categorization used for the host phylodynamic model (ANS = Anseriformes, CHI = Domestic chickens, COL = Columbiformes, GAL = other Galliformes, PSI = Psittaciformes, SUL = Suliformes, UN = Unspeficied)"												
Class	Genotype	GenBank Accession #	Isolate	Host	Order	Order Code	World Region	Country	US State	US Region	US Flyway	Year
II	VIIh	KT760568	Guizhou/1032	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIh	KU175232	Guizhou/1176	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIh	KU175233	Yunnan/1200	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIh	HQ697256	Makassar/003	chicken	Galliformes	CHI	Southeast Asia	Indonesia	X	X	X	2009
II	VIIh	HQ697255	Sukorejo/019	chicken	Galliformes	CHI	Southeast Asia	Indonesia	X	X	X	2010
II	VIIh	KF026013	UPM-IBS/002	chicken	Galliformes	CHI	Southeast Asia	Malaysia	X	X	X	2011
II	VIIh	KX231366	1205	chicken	Galliformes	CHI	Africa	Mozambique	X	X	X	2011
II	VIIh	KU523524	466	chicken	Galliformes	CHI	Africa	Mozambique	X	X	X	2012
II	VIIh	KU523526	491	chicken	Galliformes	CHI	Africa	Mozambique	X	X	X	2012
II	VIIh	KU523528	658	chicken	Galliformes	CHI	Africa	Mozambique	X	X	X	2012
II	VIIh	KU523529	584	chicken	Galliformes	CHI	Africa	Mozambique	X	X	X	2013
II	VIIh	KX231367	475	chicken	Galliformes	CHI	Africa	Mozambique	X	X	X	2014
II	VIIh	KU523533	622	chicken	Galliformes	CHI	Africa	Mozambique	X	X	X	2014
II	VIIh	KX231368	192A	chicken	Galliformes	CHI	Africa	Mozambique	X	X	X	2016
II	VIIh	KR815908	N2057	turkey	Galliformes	GAL	Africa	South Africa	X	X	X	2013
II	VIIh	JX193074	egret/Guangxi	egret	Pelecaniformes	UN	East Asia	China	X	X	X	2011
II	VIIi	KU862296	Lahore/AW-1	Black Swan	Anseriformes	ANS	South Asia	Pakistan	X	X	X	2015
II	VIIi	KU845252	AW-123	duck	Anseriformes	ANS	South Asia	Pakistan	X	X	X	2015
II	VIIi	KY076040	1078/S7/Buner-KPK/3A	Broiler	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIII	AY734534	TrenqueLauquen	chicken	Galliformes	CHI	South America	Argentina	X	X	X	1970
II	VIIi	this study	983-NoCE/S9//Zvinitsa	Chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	2013
II	VIII	FJ751918	QH1	chicken	Galliformes	CHI	East Asia	China	X	X	X	1979
II	VIII	FJ751919	QH4	chicken	Galliformes	CHI	East Asia	China	X	X	X	1985
II	VIIi	HQ697254	Banjarmasin/010	chicken	Galliformes	CHI	Southeast Asia	Indonesia	X	X	X	2010
II	VIIi	HQ697257	Gianyar/013	chicken	Galliformes	CHI	Southeast Asia	Indonesia	X	X	X	2010
II	VIIi	this study	ND-Bro/Muntilan-1P-I1	chicken	Galliformes	CHI	Southeast Asia	Indonesia	X	X	X	2014
II	VIIi	this study	ND-Layer/Jatim3-I6	chicken	Galliformes	CHI	Southeast Asia	Indonesia	X	X	X	2014
II	VIIi	KF792018	1115818	chicken	Galliformes	CHI	Middle East	Israel	X	X	X	2011
II	VIIi	KF792021	BT/120827	chicken	Galliformes	CHI	Middle East	Israel	X	X	X	2013
II	VIIi	KF792019	KY50826	chicken	Galliformes	CHI	Middle East	Israel	X	X	X	2013
II	VIIi	KP719224	13VIR/7225-1	chicken	Galliformes	CHI	Africa	Libya	X	X	X	2013
II	VIIi	KF113343	Gujranwala/56	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2011
II	VIIi	KY076032	Kasur/26A/998	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2011
II	VIIi	KF113345	KhyberPukhtunKhawa/117	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2011
II	VIIi	KR676389	Kohat/122	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2011
II	VIIi	KF113341	Lahore/43	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2011
II	VIIi	KF113339	Lahore/30	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2011
II	VIIi	KF113342	Lahore/50	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2011
II	VIIi	KF113349	Kasure/191	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2012
II	VIIi	KF113347	KhyberPukhtunKhawa/119	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2012
II	VIIi	KF113348	KhyberPukhtunKhawa/162	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2012
II	VIIi	KF113350	Lahore/200	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2012
II	VIIi	KF113351	UniversityVet.AnimalSci./211	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2012
II	VIIi	KR676393	Attock/437	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2013
II	VIIi	KP780879	Gakkhar/609	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2013
II	VIIi	KP780878	Gujranwala/649	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2013
II	VIIi	KR676394	Lahore/AS	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2013
II	VIIi	KR676391	Narowal/329	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2013
II	VIIi	KR676397	Attock/7-411	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2014
II	VIIi	KP776462	AW-14	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2014
II	VIIi	KR676399	Gujranwala/2-101	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2014
II	VIIi	KR676395	Lahore/649	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2014
II	VIIi	KR676396	Lahore/736	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2014
II	VIIi	this study	1057/S9/Sargohda/9CCS	Chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	this study	1058/S9/Sargohda/10CCS	Chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	this study	1060/S9/MirpurKhas/3EOS	Chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	this study	1062/S27/WadanaKasur/PNIPF-1F	Chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	this study	1071/S27/Gharoo/ThreestarPF-7G	Chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	this study	1072/S27/BankaCheema/RanaTahirPF-1H	Chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	this study	1073/S27/BankaCheema/RanaTahirPF-2H	Chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	this study	BankaCheema/1073/2HOS	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	KY076038	BhaiPhairu/6A/1007	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	KY076037	Buner/KPK/5A/1004	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	KY076039	Gujranwala/13A/1009	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	KR676404	Gujranwala/2	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	KR676402	Lahore/12	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	KR676403	Lahore/24	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	KY076035	Pattoki/1A/1002	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	KY076030	Sheikhupura/12A/994	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	this study	WadanaKasur/1062/1FOS	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	KY076031	Wazirabad/15A/995	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2015
II	VIIi	this study	1089/S7/Cairo/17/CL/PG-G2	Pigeon	Columbiformes	COL	Middle East	Egypt	X	X	X	2015
II	VIIi	KX496967	Lahore/1085	pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2015
II	VIIi	KX496965	Lahore/21A/1084	pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2015
II	VIIi	KX496963	Lahore/22A/1001	pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2015
II	VIIi	KX496962	Lahore/20A/996	wild pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2015
II	VIIi	KU862287	Lahore/AW-7	Peacock	Galliformes	GAL	South Asia	Pakistan	X	X	X	2013
II	VIIi	KU862288	Lahore/AW-3	Peacock	Galliformes	GAL	South Asia	Pakistan	X	X	X	2014
II	VIIi	KU862292	Kamoki/AW-2	Peacock	Galliformes	GAL	South Asia	Pakistan	X	X	X	2015
II	VIIi	KU862291	Pathoki/AW-1	Peacock	Galliformes	GAL	South Asia	Pakistan	X	X	X	2015
II	VIIi	KU862285	Lahore/AW-145	Peafowl	Galliformes	GAL	South Asia	Pakistan	X	X	X	2012
II	VIIi	KU862283	Lahore/AW-130	Pheasant	Galliformes	GAL	South Asia	Pakistan	X	X	X	2012
II	VIIi	this study	1087/S9/Charah/Pk29/29A	Exotic Parakeets	Psittaciformes	PSI	South Asia	Pakistan	X	X	X	2015
II	VIIi	KU862293	Karachi/AW-1	Parakeet	Psittaciformes	PSI	South Asia	Pakistan	X	X	X	2014
II	VIIi	KU862294	Lahore/AW-2	Parakeet	Psittaciformes	PSI	South Asia	Pakistan	X	X	X	2014
II	VIIi	KU862295	Karachi/AW-3	Parakeet	Psittaciformes	PSI	South Asia	Pakistan	X	X	X	2015
II	VIIi	KX791183	R-Pindi/SFR-16	parakeet	Psittaciformes	PSI	South Asia	Pakistan	X	X	X	2016
II	VIIi	KF792020	841824	parrot	Psittaciformes	PSI	Middle East	Israel	X	X	X	2012
II	VIIi	KX268689	Lahore/SFR-129	parrot	Psittaciformes	PSI	South Asia	Pakistan	X	X	X	2015
II	VIIi	KX791184	Lahore/SFR-144A	backyard	Unspecified	UN	South Asia	Pakistan	X	X	X	2016
II	VIIi	KX791185	Lahore/SFR-144B	backyard	Unspecified	UN	South Asia	Pakistan	X	X	X	2016
II	VIIi	KX791186	Lahore/SFR-144C	backyard	Unspecified	UN	South Asia	Pakistan	X	X	X	2016
II	VIIi	KX791187	Lahore/SFR-144D	backyard	Unspecified	UN	South Asia	Pakistan	X	X	X	2016
II	VIIj	KF771883	LC	duck	Anseriformes	ANS	East Asia	China	X	X	X	2012
II	VIIj	KJ136259	JLQG	duck	Anseriformes	ANS	East Asia	China	X	X	X	2013
II	VIIj	KU933948	Guizhou/ZY	duck	Anseriformes	ANS	East Asia	China	X	X	X	2014
II	VIIj	KU933949	Guizhou/SS2	duck	Anseriformes	ANS	East Asia	China	X	X	X	2015
II	VIIj	KU933950	Guizhou/TZ	duck	Anseriformes	ANS	East Asia	China	X	X	X	2015
II	VIIj	KJ136260	JLCC	goose	Anseriformes	ANS	East Asia	China	X	X	X	2012
II	VIIj	KJ450980	Sichuan/1125	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIj	KC542911	Beijing/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2009
II	VIIj	KC542905	Liaoning/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2009
II	VIIj	FJ882014	SG/Liaoning	chicken	Galliformes	CHI	East Asia	China	X	X	X	2009
II	VIIj	KC292519	F17	chicken	Galliformes	CHI	East Asia	China	X	X	X	2010
II	VIIj	KC542906	Hebei/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2010
II	VIIj	KJ525686	SD/YS	chicken	Galliformes	CHI	East Asia	China	X	X	X	2010
II	VIIj	KC542907	Shandong/02	chicken	Galliformes	CHI	East Asia	China	X	X	X	2010
II	VIIj	KC542910	Hebei/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	JQ013856	JS-02	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	JQ013860	JS-06	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	JQ013865	JS-11	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	JQ013868	JS-14	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	JQ013870	JS-16	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	JQ013871	JS-17	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	JQ013873	JS-19	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	JQ013877	SD-01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	JQ013878	SD-02	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	KJ525705	SD/HZ	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	KJ525699	SD/LQ	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	KJ525712	SD/MH10	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	KJ525715	SD/MH4	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	KJ525714	SD/MH5	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	KJ525713	SD/MH7	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	KJ525670	SD/SH1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	KJ525695	SD/XT	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	KJ525688	SD/YT	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	JQ015296	SD04	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	JQ015295	SDWF07	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	JQ015297	SDYT03	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	KF935230	YT	chicken	Galliformes	CHI	East Asia	China	X	X	X	2011
II	VIIj	KJ184597	AH-02	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ825878	Guangxi/D2	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184598	HeN-01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ136258	JLJT	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184599	JS-02	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184575	JS-05	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184576	JS-06	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184577	JS-07	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184578	JS-08	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184581	JS-11	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184584	JS-14	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184587	JS-18	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184588	JS-19	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184589	JS-20	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184592	JS-23	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184593	JS-24	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184594	SD-01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184595	SD-02	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ184596	SD-03	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ525708	SD/CP	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ525704	SD/HZ	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ525696	SD/WF	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ525694	SD/XT1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ525707	SD/XT2	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ525691	SD/YS1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ525711	SD/YT	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KJ525689	SD/ZJ	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	JX840452	SD754	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	JX840453	SD755	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	JX840455	SD758	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KC489471	SD834/12	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KC020114	SDS672	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KC542912	Shandong/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2012
II	VIIj	KR869091	GX117	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIj	KP064014	JS-21	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIj	KP064015	JS-22	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIj	KP064016	JS-23	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIj	KP064017	JS-24	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIj	KP064018	JS-27	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIj	KP064020	JS-30	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIj	KJ450978	Ningxia/S006	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIj	KP064019	SD-25	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIj	KJ525693	SD/YG	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIj	KF055273	SD01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIj	KJ567597	SDZB11	chicken	Galliformes	CHI	East Asia	China	X	X	X	2013
II	VIIj	KU200253	Jilin/YJ06	chicken	Galliformes	CHI	East Asia	China	X	X	X	2015
II	VIIj	this study	1012/S14/Sohag/CK/1/1	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2011
II	VIIj	this study	1015/S14/Sohag/CK/13/11	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2011
II	VIIj	this study	1016/S14/Sohag/CK/14/11	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2011
II	VIIj	this study	1017/S14/Sohag/CK/15/11	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2011
II	VIIj	this study	1023/S15/Sohag/CK/21/11	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2011
II	VIIj	this study	1027/S15/Sohag/CK/61/11	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2011
II	VIIj	this study	1030/S15/Sohag/CK/66/11	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2011
II	VIIj	this study	1031/S15/Sohag/CK/67/11	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2011
II	VIIj	this study	1032/S29/Sohag/CK/68	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2011
II	VIIj	this study	1034/S29/Luxor/CK/73	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2011
II	VIIj	this study	1035/S29/Luxor/CK/83	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2011
II	VIIj	this study	1036/S29/Qena/CK/101	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2012
II	VIIj	this study	1037/S29/Qena/CK/103	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2012
II	VIIj	this study	1039/S29/Qena/CK/105	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2012
II	VIIj	this study	1041/S29/Qena/CK/108	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2012
II	VIIj	this study	1043/S29/Qena/CK/135	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2012
II	VIIj	this study	1048/S29/Qena/CK/140	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2012
II	VIIj	this study	1049/S29/Qena/CK/141	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2012
II	VIIj	this study	1052/S29/Qena/CK/144	Chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2012
II	VIIj	KU365652	FU13/NLQP	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2014
II	VIIj	KU365650	FU4/NLQP	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2014
II	VIIj	KU365653	FU5/NLQP	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2014
II	VIIj	KU365651	FU8/NLQP	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2014
II	VIIj	this study	14FCH	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2015
II	VIIj	KY075890	Dakahlia27	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2016
II	VIIj	KY075891	Dakahlia28	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2016
II	VIIj	KY075882	Damietta9	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2016
II	VIIj	KY075887	El-Arish15	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2016
II	VIIj	KY075888	El-Arish16	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2016
II	VIIj	KY075892	Ismailia29	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2016
II	VIIj	KY075895	Ismailia32	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2016
II	VIIj	KY075881	Ismailia8	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2016
II	VIIj	KY075884	Qualyobia11	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2016
II	VIIj	KY075885	Qualyobia12	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2016
II	VIIj	KY075889	Qualyobia26	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2016
II	VIIj	KY075883	Sharkia10	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2016
II	VIIj	KY075886	Sharkia14	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2016
II	VIIj	KY075880	Sharkia7	chicken	Galliformes	CHI	Middle East	Egypt	X	X	X	2016
II	VIIj	KC484655	Israel/998	chicken	Galliformes	CHI	Middle East	Israel	X	X	X	2011
II	VIIj	KM016457	159	chicken	Galliformes	CHI	Middle East	Israel	X	X	X	2014
II	VIIj	KM016458	160	chicken	Galliformes	CHI	Middle East	Israel	X	X	X	2014
II	VIIj	KM016459	180	chicken	Galliformes	CHI	Middle East	Israel	X	X	X	2014
II	VIIj	KM016461	191	chicken	Galliformes	CHI	Middle East	Israel	X	X	X	2014
II	VIIj	KT804693	318/IS	chicken	Galliformes	CHI	Middle East	Israel	X	X	X	2015
II	VIIj	KJ136261	JLDH	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2013
II	VIIj	this study	1090/S29/Souqal-GomaaMarket/Cairo/19/CL-G3	Pigeon	Columbiformes	COL	Middle East	Egypt	X	X	X	2015
II	VIIj	this study	1091/S29/Souqal-GomaaMarket/Cairo/27/OP-G9	Pigeon	Columbiformes	COL	Middle East	Egypt	X	X	X	2015
II	VIIj	this study	1109/S29/Souqal-GomaaMarket/Cairo/28/OP-G27	Pigeon	Columbiformes	COL	Middle East	Egypt	X	X	X	2015
II	VIIj	this study	1095/S14/Giza/15/CL/PG	Pigeon	Columbiformes	COL	Middle East	Egypt	X	X	X	2015
II	VIIj	this study	1108/S14/Cairo/24/OP/PG	Pigeon	Columbiformes	COL	Middle East	Egypt	X	X	X	2015
II	VIIj	KF792022	746828	pheasant	Galliformes	GAL	Middle East	Israel	X	X	X	2013
II	VIIj	KF306265	SF2	wild fowl	Unspecified	UN	East Asia	China	X	X	X	2010
II	VIj	KY042126	1158/S15/Mokresh	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	1982
II	VIj	KC205476	/ETH/10073	chicken	Galliformes	CHI	Africa	Ethiopia	X	X	X	2011
II	VIj	KC205475	ETH10065	chicken	Galliformes	CHI	Africa	Ethiopia	X	X	X	2011
II	VIj	KC205477	ETH8755	chicken	Galliformes	CHI	Africa	Ethiopia	X	X	X	2011
II	VIj	KC205478	ETHAN01	chicken	Galliformes	CHI	Africa	Ethiopia	X	X	X	2011
II	VIj	KC205479	ETHMG1C	chicken	Galliformes	CHI	Africa	Ethiopia	X	X	X	2011
II	VIj	KJ958913	13VIR3936-1	chicken	Galliformes	CHI	Africa	Ethiopia	X	X	X	2012
II	VIj	KJ958914	13VIR3936-27	chicken	Galliformes	CHI	Africa	Ethiopia	X	X	X	2012
II	VIk	KU862297	Lahore/AW-1	pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2014
II	VIk	KU885949	MZS-UVAS	pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2014
II	VIk	KX236100	21A	Pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2015
II	VIk	KY042135	22A	Pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2015
II	VIk	KX236101	25A	Pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2015
II	VIk	KU862298	Lahore/AW-2	pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2015
II	VIk	KY042140	Jallo-Lahore/221A	Pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2016
II	VIk	KY042141	Jallo-Lahore/221B	Pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2016
II	X	AY727881	32C/T.98	duck	Anseriformes	ANS	South America	Argentina	X	X	X	1998
II	X	AY727882	126C.00	swan	Anseriformes	ANS	South America	Argentina	X	X	X	2000
II	X	this study	605/UGA//P/TY/MN/77/08	Turkey	Galliformes	GAL	North America	USA	MN	MW	MIS	2008
II	X	this study	604/UGA//P/TY/MN/4661/09	Turkey	Galliformes	GAL	North America	USA	MN	MW	MIS	2009
II	Xa	KX857712	Minnesota/17531-3	Blue-winged Teal	Anseriformes	ANS	North America	USA	MN	MW	MIS	2009
II	Xa	KX857714	AI09-2902	Blue-winged Teal	Anseriformes	ANS	North America	USA	ND	P	CEN	2009
II	Xa	KX857715	AI09-3678	Blue-winged Teal	Anseriformes	ANS	North America	USA	ND	P	CEN	2009
II	Xa	KX857717	AI13-4156	Mallard	Anseriformes	ANS	North America	USA	MN	MW	MIS	2013
II	Xa	FJ705468	US-TX/TX01-130	mottled duck	Anseriformes	ANS	North America	USA	TX	S	CEN	2001
II	Xa	EF564826	US-OH/87-486	Northern Pintail	Anseriformes	ANS	North America	USA	OH	MW	MIS	1987
II	Xa	KX857716	AI09-4117	Redhead	Anseriformes	ANS	North America	USA	ND	P	CEN	2009
II	Xa	JN872171	Minnesota/17531-3	turkey	Galliformes	GAL	North America	USA	MN	MW	MIS	2010
II	Xb	KX857718	AI09-3836	American black duck	Anseriformes	ANS	North America	USA	MN	MW	MIS	2009
